Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Profit Ratio,BeforeToday,Variance from Budget Sales,% to Budget Sales,header-trend,header-Variance,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses,Type,header-YoY % Change
801,$90,$120,$80,$210,$78,27.65%,True,-19.05%,80.95%,YTD by Month,Variance from Plan,1/1/2012,965,$92,Small Market,West,$24,1,Beans,Coffee,Amaretto,$47,$170,Utah,$45,Regular,YoY % +/-
702,$40,$50,$10,$90,$34,-3.95%,True,-15.56%,84.44%,YTD by Month,Variance from Plan,1/1/2012,197,$42,Small Market,West,$12,1,Beans,Coffee,Colombian,($3),$76,Nevada,$45,Regular,YoY % +/-
503,$80,$120,$60,$200,$67,17.50%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,1/1/2012,400,$93,Small Market,West,$22,1,Beans,Coffee,Colombian,$28,$160,Oregon,$65,Regular,YoY % +/-
435,$60,$100,$70,$160,$55,23.08%,True,-18.75%,81.25%,YTD by Month,Variance from Plan,1/1/2012,312,$75,Small Market,West,$18,1,Beans,Coffee,Colombian,$30,$130,Utah,$45,Regular,YoY % +/-
206,$60,$100,$70,$160,$53,29.23%,True,-18.75%,81.25%,YTD by Month,Variance from Plan,1/1/2012,338,$77,Small Market,West,$16,1,Beans,Coffee,Colombian,$38,$130,Washington,$39,Regular,YoY % +/-
775,$10,$30,$20,$40,$17,25.58%,True,7.50%,107.50%,YTD by Month,Variance from Plan,1/1/2012,777,$26,Small Market,West,$4,1,Beans,Espresso,Caffe Latte,$11,$43,Nevada,$15,Regular,YoY % +/-
503,$50,$70,$20,$120,$58,12.31%,True,8.33%,108.33%,YTD by Month,Variance from Plan,1/1/2012,338,$72,Small Market,West,$22,1,Beans,Espresso,Caffe Latte,$16,$130,Oregon,$56,Regular,YoY % +/-
435,$40,$60,$40,$100,$46,38.60%,True,14.00%,114.00%,YTD by Month,Variance from Plan,1/1/2012,777,$68,Small Market,West,$12,1,Beans,Espresso,Caffe Latte,$44,$114,Utah,$24,Regular,YoY % +/-
425,$40,$60,$40,$100,$48,31.82%,True,10.00%,110.00%,YTD by Month,Variance from Plan,1/1/2012,623,$62,Small Market,West,$15,1,Beans,Espresso,Caffe Latte,$35,$110,Washington,$27,Regular,YoY % +/-
702,$10,$30,$20,$40,$18,22.22%,True,12.50%,112.50%,YTD by Month,Variance from Plan,1/1/2012,821,$27,Small Market,West,$5,1,Beans,Espresso,Caffe Mocha,$10,$45,Nevada,$17,Regular,YoY % +/-
503,$50,$80,$50,$130,$60,23.57%,True,7.69%,107.69%,YTD by Month,Variance from Plan,1/1/2012,336,$80,Small Market,West,$19,1,Beans,Espresso,Caffe Mocha,$33,$140,Oregon,$47,Regular,YoY % +/-
435,$40,$60,$40,$100,$49,30.36%,True,12.00%,112.00%,YTD by Month,Variance from Plan,1/1/2012,623,$63,Small Market,West,$16,1,Beans,Espresso,Caffe Mocha,$34,$112,Utah,$29,Regular,YoY % +/-
253,$50,$60,$20,$110,$54,10.83%,True,9.09%,109.09%,YTD by Month,Variance from Plan,1/1/2012,312,$66,Small Market,West,$20,1,Beans,Espresso,Caffe Mocha,$13,$120,Washington,$53,Regular,YoY % +/-
641,$200,$280,$200,$480,$234,37.00%,True,13.75%,113.75%,YTD by Month,Variance from Plan,1/1/2012,"1,310",$312,Small Market,Central,$77,1,Leaves,Herbal Tea,Chamomile,$202,$546,Iowa,$110,Decaf,YoY % +/-
573,$30,$40,$0,$70,$37,-12.22%,True,28.57%,128.57%,YTD by Month,Variance from Plan,1/1/2012,261,$53,Small Market,Central,$34,1,Leaves,Herbal Tea,Chamomile,($11),$90,Missouri,$64,Decaf,YoY % +/-
715,$50,$100,$80,$150,$67,38.89%,True,20.00%,120.00%,YTD by Month,Variance from Plan,1/1/2012,400,$113,Small Market,Central,$20,1,Leaves,Herbal Tea,Chamomile,$70,$180,Wisconsin,$43,Decaf,YoY % +/-
563,$80,$120,$90,$200,$95,36.75%,True,17.00%,117.00%,YTD by Month,Variance from Plan,1/1/2012,608,$139,Small Market,Central,$30,1,Leaves,Herbal Tea,Lemon,$86,$234,Iowa,$53,Decaf,YoY % +/-
314,$70,$10,($20),$80,$88,-39.39%,True,23.75%,123.75%,YTD by Month,Variance from Plan,1/1/2012,525,$11,Small Market,Central,$27,1,Leaves,Herbal Tea,Lemon,($39),$99,Missouri,$50,Decaf,YoY % +/-
715,$20,$50,$50,$70,$33,34.57%,True,15.71%,115.71%,YTD by Month,Variance from Plan,1/1/2012,777,$48,Small Market,Central,$9,1,Leaves,Herbal Tea,Lemon,$28,$81,Wisconsin,$20,Decaf,YoY % +/-
860,$60,$80,$40,$140,$85,21.05%,True,35.71%,135.71%,YTD by Month,Variance from Plan,1/1/2012,494,$105,Small Market,East,$32,1,Leaves,Herbal Tea,Lemon,$40,$190,Connecticut,$65,Decaf,YoY % +/-
603,$20,$30,$0,$50,$34,-5.26%,True,52.00%,152.00%,YTD by Month,Variance from Plan,1/1/2012,197,$42,Small Market,East,$12,1,Leaves,Herbal Tea,Lemon,($4),$76,New Hampshire,$46,Decaf,YoY % +/-
475,$50,$80,$50,$130,$78,27.65%,True,30.77%,130.77%,YTD by Month,Variance from Plan,1/1/2012,965,$92,Small Market,East,$24,1,Leaves,Herbal Tea,Mint,$47,$170,Connecticut,$45,Decaf,YoY % +/-
337,$40,$60,$40,$100,$49,31.25%,True,12.00%,112.00%,YTD by Month,Variance from Plan,1/1/2012,623,$63,Small Market,South,$16,1,Leaves,Herbal Tea,Chamomile,$35,$112,Louisiana,$28,Decaf,YoY % +/-
505,$10,$30,$20,$40,$18,24.44%,True,12.50%,112.50%,YTD by Month,Variance from Plan,1/1/2012,821,$27,Small Market,South,$5,1,Leaves,Herbal Tea,Chamomile,$11,$45,New Mexico,$16,Decaf,YoY % +/-
918,$50,$60,$20,$110,$54,10.83%,True,9.09%,109.09%,YTD by Month,Variance from Plan,1/1/2012,312,$66,Small Market,South,$20,1,Leaves,Herbal Tea,Chamomile,$13,$120,Oklahoma,$53,Decaf,YoY % +/-
504,$80,$100,$40,$180,$85,21.05%,True,5.56%,105.56%,YTD by Month,Variance from Plan,1/1/2012,494,$105,Small Market,South,$32,1,Leaves,Herbal Tea,Lemon,$40,$190,Louisiana,$65,Decaf,YoY % +/-
505,$20,$40,$20,$60,$28,6.45%,True,3.33%,103.33%,YTD by Month,Variance from Plan,1/1/2012,965,$34,Small Market,South,$8,1,Leaves,Herbal Tea,Lemon,$4,$62,New Mexico,$30,Decaf,YoY % +/-
580,$70,$110,$30,$180,$79,5.26%,True,5.56%,105.56%,YTD by Month,Variance from Plan,1/1/2012,551,$111,Small Market,South,$72,1,Leaves,Herbal Tea,Lemon,$10,$190,Oklahoma,$101,Decaf,YoY % +/-
702,$90,$130,$30,$220,$105,6.40%,True,13.64%,113.64%,YTD by Month,Variance from Plan,1/1/2012,725,$145,Small Market,West,$95,1,Leaves,Herbal Tea,Chamomile,$16,$250,Nevada,$129,Decaf,YoY % +/-
971,$30,$40,$40,$70,$36,36.67%,True,28.57%,128.57%,YTD by Month,Variance from Plan,1/1/2012,777,$54,Small Market,West,$10,1,Leaves,Herbal Tea,Chamomile,$33,$90,Oregon,$21,Decaf,YoY % +/-
801,$30,$50,$30,$80,$38,22.58%,True,16.25%,116.25%,YTD by Month,Variance from Plan,1/1/2012,241,$55,Small Market,West,$12,1,Leaves,Herbal Tea,Chamomile,$21,$93,Utah,$34,Decaf,YoY % +/-
206,$100,$170,$120,$270,$124,37.10%,True,14.81%,114.81%,YTD by Month,Variance from Plan,1/1/2012,961,$186,Small Market,West,$40,1,Leaves,Herbal Tea,Chamomile,$115,$310,Washington,$71,Decaf,YoY % +/-
775,$120,$180,$120,$300,$144,32.17%,True,15.00%,115.00%,YTD by Month,Variance from Plan,1/1/2012,862,$201,Small Market,West,$47,1,Leaves,Herbal Tea,Lemon,$111,$345,Nevada,$90,Decaf,YoY % +/-
503,$30,$50,$30,$80,$44,29.00%,True,25.00%,125.00%,YTD by Month,Variance from Plan,1/1/2012,623,$56,Small Market,West,$14,1,Leaves,Herbal Tea,Lemon,$29,$100,Oregon,$27,Decaf,YoY % +/-
435,$40,$60,$30,$100,$48,20.83%,True,20.00%,120.00%,YTD by Month,Variance from Plan,1/1/2012,372,$72,Small Market,West,$15,1,Leaves,Herbal Tea,Lemon,$25,$120,Utah,$47,Decaf,YoY % +/-
360,$20,$50,$50,$70,$34,35.29%,True,21.43%,121.43%,YTD by Month,Variance from Plan,1/1/2012,777,$51,Small Market,West,$9,1,Leaves,Herbal Tea,Lemon,$30,$85,Washington,$21,Decaf,YoY % +/-
702,$80,$120,$90,$200,$95,36.75%,True,17.00%,117.00%,YTD by Month,Variance from Plan,1/1/2012,608,$139,Small Market,West,$30,1,Leaves,Herbal Tea,Mint,$86,$234,Nevada,$53,Decaf,YoY % +/-
435,$70,$10,($30),$80,$88,-40.40%,True,23.75%,123.75%,YTD by Month,Variance from Plan,1/1/2012,525,$11,Small Market,West,$27,1,Leaves,Herbal Tea,Mint,($40),$99,Utah,$51,Decaf,YoY % +/-
712,$190,$210,$140,$400,$228,30.92%,True,14.00%,114.00%,YTD by Month,Variance from Plan,1/1/2012,"1,459",$228,Small Market,Central,$63,1,Leaves,Tea,Darjeeling,$141,$456,Iowa,$87,Regular,YoY % +/-
314,$30,$40,$10,$70,$35,10.98%,True,17.14%,117.14%,YTD by Month,Variance from Plan,1/1/2012,196,$47,Small Market,Central,$11,1,Leaves,Tea,Darjeeling,$9,$82,Missouri,$38,Regular,YoY % +/-
608,$50,$80,$50,$130,$61,31.33%,True,15.38%,115.38%,YTD by Month,Variance from Plan,1/1/2012,390,$89,Small Market,Central,$19,1,Leaves,Tea,Darjeeling,$47,$150,Wisconsin,$42,Regular,YoY % +/-
319,$210,$270,$160,$480,$245,32.05%,True,13.75%,113.75%,YTD by Month,Variance from Plan,1/1/2012,"1,419",$301,Small Market,Central,$93,1,Leaves,Tea,Earl Grey,$175,$546,Iowa,$126,Regular,YoY % +/-
573,$20,$30,($10),$50,$29,-13.85%,True,30.00%,130.00%,YTD by Month,Variance from Plan,1/1/2012,169,$36,Small Market,Central,$11,1,Leaves,Tea,Earl Grey,($9),$65,Missouri,$45,Regular,YoY % +/-
262,$60,$90,$10,$150,$75,3.89%,True,20.00%,120.00%,YTD by Month,Variance from Plan,1/1/2012,522,$105,Small Market,Central,$68,1,Leaves,Tea,Earl Grey,$7,$180,Wisconsin,$98,Regular,YoY % +/-
417,$20,$40,$0,$60,$34,-5.26%,True,26.67%,126.67%,YTD by Month,Variance from Plan,1/1/2012,197,$42,Small Market,Central,$12,1,Leaves,Tea,Green Tea,($4),$76,Missouri,$46,Regular,YoY % +/-
475,$50,$80,$60,$130,$50,38.21%,True,-5.38%,94.62%,YTD by Month,Variance from Plan,1/1/2012,821,$73,Small Market,East,$14,1,Leaves,Tea,Darjeeling,$47,$123,Connecticut,$26,Regular,YoY % +/-
603,$10,$30,$20,$40,$18,22.22%,True,12.50%,112.50%,YTD by Month,Variance from Plan,1/1/2012,821,$27,Small Market,East,$5,1,Leaves,Tea,Darjeeling,$10,$45,New Hampshire,$17,Regular,YoY % +/-
475,$40,$60,$40,$100,$38,37.23%,True,-6.00%,94.00%,YTD by Month,Variance from Plan,1/1/2012,777,$56,Small Market,East,$10,1,Leaves,Tea,Green Tea,$35,$94,Connecticut,$21,Regular,YoY % +/-
603,$10,$30,$20,$40,$17,25.58%,True,7.50%,107.50%,YTD by Month,Variance from Plan,1/1/2012,777,$26,Small Market,East,$4,1,Leaves,Tea,Green Tea,$11,$43,New Hampshire,$15,Regular,YoY % +/-
775,$150,$220,$150,$370,$234,37.18%,True,47.57%,147.57%,YTD by Month,Variance from Plan,1/1/2012,"1,310",$312,Small Market,West,$77,1,Leaves,Tea,Darjeeling,$203,$546,Nevada,$109,Regular,YoY % +/-
971,$20,$30,$30,$50,$32,35.00%,True,60.00%,160.00%,YTD by Month,Variance from Plan,1/1/2012,456,$48,Small Market,West,$8,1,Leaves,Tea,Darjeeling,$28,$80,Oregon,$20,Regular,YoY % +/-
435,$20,$40,$0,$60,$37,-11.11%,True,50.00%,150.00%,YTD by Month,Variance from Plan,1/1/2012,261,$53,Small Market,West,$34,1,Leaves,Tea,Darjeeling,($10),$90,Utah,$63,Regular,YoY % +/-
360,$40,$80,$50,$120,$67,38.89%,True,50.00%,150.00%,YTD by Month,Variance from Plan,1/1/2012,400,$113,Small Market,West,$20,1,Leaves,Tea,Darjeeling,$70,$180,Washington,$43,Regular,YoY % +/-
775,$150,$160,$100,$310,$228,30.92%,True,47.10%,147.10%,YTD by Month,Variance from Plan,1/1/2012,"1,459",$228,Small Market,West,$63,1,Leaves,Tea,Earl Grey,$141,$456,Nevada,$87,Regular,YoY % +/-
503,$50,$90,$60,$140,$84,32.38%,True,50.00%,150.00%,YTD by Month,Variance from Plan,1/1/2012,651,$126,Small Market,West,$27,1,Leaves,Tea,Earl Grey,$68,$210,Oregon,$58,Regular,YoY % +/-
435,$20,$30,$10,$50,$35,10.98%,True,64.00%,164.00%,YTD by Month,Variance from Plan,1/1/2012,196,$47,Small Market,West,$11,1,Leaves,Tea,Earl Grey,$9,$82,Utah,$38,Regular,YoY % +/-
253,$40,$60,$40,$100,$61,32.00%,True,50.00%,150.00%,YTD by Month,Variance from Plan,1/1/2012,390,$89,Small Market,West,$19,1,Leaves,Tea,Earl Grey,$48,$150,Washington,$41,Regular,YoY % +/-
702,$160,($160),($240),$0,$245,-2082.35%,True,,,YTD by Month,Variance from Plan,1/1/2012,"1,419",($245),Small Market,West,$93,1,Leaves,Tea,Green Tea,($354),$17,Nevada,$126,Regular,YoY % +/-
541,$50,$80,$50,$130,$84,33.50%,True,53.85%,153.85%,YTD by Month,Variance from Plan,1/1/2012,500,$116,Small Market,West,$26,1,Leaves,Tea,Green Tea,$67,$200,Oregon,$49,Regular,YoY % +/-
435,$10,$30,$10,$40,$29,-13.85%,True,62.50%,162.50%,YTD by Month,Variance from Plan,1/1/2012,169,$36,Small Market,West,$11,1,Leaves,Tea,Green Tea,($9),$65,Utah,$45,Regular,YoY % +/-
360,$40,$80,$20,$120,$75,4.44%,True,50.00%,150.00%,YTD by Month,Variance from Plan,1/1/2012,522,$105,Small Market,West,$68,1,Leaves,Tea,Green Tea,$8,$180,Washington,$97,Regular,YoY % +/-
719,$100,$140,$110,$240,$95,42.67%,True,-3.33%,96.67%,YTD by Month,Variance from Plan,2/1/2012,809,$137,Major Market,Central,$26,1,Beans,Coffee,Decaf Irish Cream,$99,$232,Colorado,$38,Decaf,YoY % +/-
847,$110,$150,$100,$260,$104,37.40%,True,-2.31%,97.69%,YTD by Month,Variance from Plan,2/1/2012,596,$150,Major Market,Central,$33,1,Beans,Coffee,Decaf Irish Cream,$95,$254,Illinois,$55,Decaf,YoY % +/-
614,$50,$80,$20,$130,$54,-2.33%,True,-0.77%,99.23%,YTD by Month,Variance from Plan,2/1/2012,427,$75,Major Market,Central,$49,1,Beans,Coffee,Decaf Irish Cream,($3),$129,Ohio,$78,Decaf,YoY % +/-
303,$80,$140,$90,$220,$75,31.22%,True,-14.09%,85.91%,YTD by Month,Variance from Plan,2/1/2012,549,$114,Major Market,Central,$24,1,Beans,Espresso,Decaf Espresso,$59,$189,Colorado,$55,Decaf,YoY % +/-
312,$260,$270,$180,$530,$228,31.07%,True,-13.77%,86.23%,YTD by Month,Variance from Plan,2/1/2012,"1,436",$229,Major Market,Central,$63,1,Beans,Espresso,Decaf Espresso,$142,$457,Illinois,$87,Decaf,YoY % +/-
614,$60,$90,$40,$150,$59,13.64%,True,-12.00%,88.00%,YTD by Month,Variance from Plan,2/1/2012,331,$73,Major Market,Central,$22,1,Beans,Espresso,Decaf Espresso,$18,$132,Ohio,$55,Decaf,YoY % +/-
305,$80,$110,$70,$190,$86,34.47%,True,8.42%,108.42%,YTD by Month,Variance from Plan,2/1/2012,490,$120,Major Market,East,$26,1,Beans,Coffee,Decaf Irish Cream,$71,$206,Florida,$49,Decaf,YoY % +/-
407,$70,$100,$60,$170,$77,28.33%,True,5.88%,105.88%,YTD by Month,Variance from Plan,2/1/2012,423,$103,Major Market,East,$25,1,Beans,Espresso,Decaf Espresso,$51,$180,Florida,$52,Decaf,YoY % +/-
432,$100,$130,$100,$230,$83,35.79%,True,-17.39%,82.61%,YTD by Month,Variance from Plan,2/1/2012,613,$107,Major Market,South,$27,1,Beans,Coffee,Decaf Irish Cream,$68,$190,Texas,$39,Decaf,YoY % +/-
956,$60,$100,$90,$160,$77,42.33%,True,18.13%,118.13%,YTD by Month,Variance from Plan,2/1/2012,449,$112,Major Market,South,$21,1,Beans,Espresso,Decaf Espresso,$80,$189,Texas,$32,Decaf,YoY % +/-
818,$180,($30),($110),$150,$148,-95.90%,True,-18.67%,81.33%,YTD by Month,Variance from Plan,2/1/2012,"1,071",($26),Major Market,West,$48,1,Beans,Coffee,Decaf Irish Cream,($117),$122,California,$91,Decaf,YoY % +/-
951,$220,$300,$200,$520,$234,37.06%,True,4.81%,104.81%,YTD by Month,Variance from Plan,2/1/2012,"1,282",$311,Major Market,West,$77,1,Beans,Espresso,Decaf Espresso,$202,$545,California,$109,Decaf,YoY % +/-
303,$100,$150,$120,$250,$99,43.21%,True,-2.80%,97.20%,YTD by Month,Variance from Plan,2/1/2012,766,$144,Major Market,Central,$27,1,Beans,Coffee,Amaretto,$105,$243,Colorado,$39,Regular,YoY % +/-
937,$60,$80,$50,$140,$60,23.57%,True,0.00%,100.00%,YTD by Month,Variance from Plan,2/1/2012,329,$80,Major Market,Central,$19,1,Beans,Coffee,Amaretto,$33,$140,Ohio,$47,Regular,YoY % +/-
720,$80,$110,$80,$190,$83,35.79%,True,0.00%,100.00%,YTD by Month,Variance from Plan,2/1/2012,613,$107,Major Market,Central,$27,1,Beans,Coffee,Colombian,$68,$190,Colorado,$39,Regular,YoY % +/-
312,$150,$220,$140,$370,$148,32.49%,True,-4.32%,95.68%,YTD by Month,Variance from Plan,2/1/2012,844,$206,Major Market,Central,$48,1,Beans,Coffee,Colombian,$115,$354,Illinois,$91,Regular,YoY % +/-
513,$50,$80,$50,$130,$52,29.69%,True,-1.54%,98.46%,YTD by Month,Variance from Plan,2/1/2012,357,$76,Major Market,Central,$16,1,Beans,Coffee,Colombian,$38,$128,Ohio,$38,Regular,YoY % +/-
970,$80,$140,$110,$220,$77,42.33%,True,-14.09%,85.91%,YTD by Month,Variance from Plan,2/1/2012,449,$112,Major Market,Central,$21,1,Beans,Espresso,Caffe Mocha,$80,$189,Colorado,$32,Regular,YoY % +/-
708,$270,$370,$260,$640,$234,36.88%,True,-14.84%,85.16%,YTD by Month,Variance from Plan,2/1/2012,"1,282",$311,Major Market,Central,$77,1,Beans,Espresso,Caffe Mocha,$201,$545,Illinois,$110,Regular,YoY % +/-
234,$190,$210,$140,$400,$170,28.82%,True,-15.00%,85.00%,YTD by Month,Variance from Plan,2/1/2012,"1,073",$170,Major Market,Central,$47,1,Beans,Espresso,Caffe Mocha,$98,$340,Ohio,$72,Regular,YoY % +/-
754,$70,$120,$80,$190,$80,31.50%,True,5.26%,105.26%,YTD by Month,Variance from Plan,2/1/2012,640,$120,Major Market,East,$26,1,Beans,Coffee,Colombian,$63,$200,Florida,$57,Regular,YoY % +/-
774,$70,$370,$330,$440,$75,72.34%,True,6.82%,106.82%,YTD by Month,Variance from Plan,2/1/2012,235,$395,Major Market,East,$24,1,Beans,Coffee,Colombian,$340,$470,Massachusetts,$55,Regular,YoY % +/-
917,$240,$370,$250,$610,$258,37.98%,True,5.74%,105.74%,YTD by Month,Variance from Plan,2/1/2012,"2,067",$387,Major Market,East,$90,1,Beans,Coffee,Colombian,$245,$645,New York,$142,Regular,YoY % +/-
305,$80,$130,$40,$210,$92,7.27%,True,4.76%,104.76%,YTD by Month,Variance from Plan,2/1/2012,541,$128,Major Market,East,$83,1,Beans,Espresso,Caffe Mocha,$16,$220,Florida,$112,Regular,YoY % +/-
508,$50,$70,$10,$120,$54,-3.13%,True,6.67%,106.67%,YTD by Month,Variance from Plan,2/1/2012,451,$74,Major Market,East,$49,1,Beans,Espresso,Caffe Mocha,($4),$128,Massachusetts,$78,Regular,YoY % +/-
585,$110,($60),($190),$50,$121,-332.79%,True,22.00%,122.00%,YTD by Month,Variance from Plan,2/1/2012,901,($60),Major Market,East,$110,1,Beans,Espresso,Caffe Mocha,($203),$61,New York,$143,Regular,YoY % +/-
508,$160,$170,$110,$330,$170,29.12%,True,3.03%,103.03%,YTD by Month,Variance from Plan,2/1/2012,"1,073",$170,Major Market,East,$47,1,Beans,Espresso,Regular Espresso,$99,$340,Massachusetts,$71,Regular,YoY % +/-
585,$210,$350,$280,$560,$228,45.52%,True,3.57%,103.57%,YTD by Month,Variance from Plan,2/1/2012,"1,402",$352,Major Market,East,$63,1,Beans,Espresso,Regular Espresso,$264,$580,New York,$88,Regular,YoY % +/-
972,$260,$320,$240,$580,$213,35.27%,True,-19.83%,80.17%,YTD by Month,Variance from Plan,2/1/2012,942,$252,Major Market,South,$66,1,Beans,Coffee,Colombian,$164,$465,Texas,$88,Regular,YoY % +/-
512,$60,$100,$60,$160,$75,30.69%,True,18.13%,118.13%,YTD by Month,Variance from Plan,2/1/2012,378,$114,Major Market,South,$24,1,Beans,Espresso,Caffe Latte,$58,$189,Texas,$56,Regular,YoY % +/-
903,$80,$120,$100,$200,$99,43.62%,True,21.50%,121.50%,YTD by Month,Variance from Plan,2/1/2012,766,$144,Major Market,South,$27,1,Beans,Espresso,Caffe Mocha,$106,$243,Texas,$38,Regular,YoY % +/-
909,$130,$30,($20),$160,$104,-20.45%,True,-17.50%,82.50%,YTD by Month,Variance from Plan,2/1/2012,685,$28,Major Market,West,$33,1,Beans,Coffee,Amaretto,($27),$132,California,$55,Regular,YoY % +/-
415,$320,$480,$360,$800,$258,37.98%,True,-19.38%,80.63%,YTD by Month,Variance from Plan,2/1/2012,"2,067",$387,Major Market,West,$90,1,Beans,Coffee,Colombian,$245,$645,California,$142,Regular,YoY % +/-
831,$210,$220,$150,$430,$228,31.07%,True,6.28%,106.28%,YTD by Month,Variance from Plan,2/1/2012,"1,436",$229,Major Market,West,$63,1,Beans,Espresso,Caffe Latte,$142,$457,California,$87,Regular,YoY % +/-
916,$110,$160,$30,$270,$121,8.97%,True,7.41%,107.41%,YTD by Month,Variance from Plan,2/1/2012,712,$169,Major Market,West,$110,1,Beans,Espresso,Caffe Mocha,$26,$290,California,$143,Regular,YoY % +/-
970,$140,$150,$100,$290,$170,29.12%,True,17.24%,117.24%,YTD by Month,Variance from Plan,2/1/2012,"1,073",$170,Major Market,Central,$47,1,Leaves,Herbal Tea,Chamomile,$99,$340,Colorado,$71,Decaf,YoY % +/-
815,$80,$130,$110,$210,$99,43.21%,True,15.71%,115.71%,YTD by Month,Variance from Plan,2/1/2012,766,$144,Major Market,Central,$27,1,Leaves,Herbal Tea,Chamomile,$105,$243,Illinois,$39,Decaf,YoY % +/-
330,$10,$30,$30,$40,$22,30.36%,True,40.00%,140.00%,YTD by Month,Variance from Plan,2/1/2012,452,$34,Major Market,Central,$6,1,Leaves,Herbal Tea,Chamomile,$17,$56,Ohio,$17,Decaf,YoY % +/-
970,$40,$70,$10,$110,$54,-2.33%,True,17.27%,117.27%,YTD by Month,Variance from Plan,2/1/2012,427,$75,Major Market,Central,$49,1,Leaves,Herbal Tea,Lemon,($3),$129,Colorado,$78,Decaf,YoY % +/-
773,$70,$90,$60,$160,$83,35.79%,True,18.75%,118.75%,YTD by Month,Variance from Plan,2/1/2012,613,$107,Major Market,Central,$27,1,Leaves,Herbal Tea,Lemon,$68,$190,Illinois,$39,Decaf,YoY % +/-
740,$20,$50,$50,$70,$32,35.00%,True,14.29%,114.29%,YTD by Month,Variance from Plan,2/1/2012,817,$48,Major Market,Central,$8,1,Leaves,Herbal Tea,Lemon,$28,$80,Ohio,$20,Decaf,YoY % +/-
303,$50,$70,$40,$120,$60,23.57%,True,16.67%,116.67%,YTD by Month,Variance from Plan,2/1/2012,329,$80,Major Market,Central,$19,1,Leaves,Herbal Tea,Mint,$33,$140,Colorado,$47,Decaf,YoY % +/-
847,$80,$120,$100,$200,$95,42.67%,True,16.00%,116.00%,YTD by Month,Variance from Plan,2/1/2012,809,$137,Major Market,Central,$26,1,Leaves,Herbal Tea,Mint,$99,$232,Illinois,$38,Decaf,YoY % +/-
754,$30,$50,$30,$80,$48,30.91%,True,37.50%,137.50%,YTD by Month,Variance from Plan,2/1/2012,617,$62,Major Market,East,$15,1,Leaves,Herbal Tea,Chamomile,$34,$110,Florida,$28,Decaf,YoY % +/-
727,$40,$50,$20,$90,$53,10.17%,True,31.11%,131.11%,YTD by Month,Variance from Plan,2/1/2012,306,$65,Major Market,East,$20,1,Leaves,Herbal Tea,Lemon,$12,$118,Florida,$53,Decaf,YoY % +/-
781,$40,$60,$30,$100,$59,13.64%,True,32.00%,132.00%,YTD by Month,Variance from Plan,2/1/2012,331,$73,Major Market,East,$22,1,Leaves,Herbal Tea,Lemon,$18,$132,Massachusetts,$55,Decaf,YoY % +/-
518,$180,$200,$110,$380,$240,26.46%,True,30.26%,130.26%,YTD by Month,Variance from Plan,2/1/2012,"1,454",$255,Major Market,East,$91,1,Leaves,Herbal Tea,Lemon,$131,$495,New York,$124,Decaf,YoY % +/-
850,$50,$70,$50,$120,$70,27.27%,True,28.33%,128.33%,YTD by Month,Variance from Plan,2/1/2012,957,$84,Major Market,East,$21,1,Leaves,Herbal Tea,Mint,$42,$154,Florida,$42,Decaf,YoY % +/-
607,$160,($20),($80),$140,$213,-66.67%,True,28.57%,128.57%,YTD by Month,Variance from Plan,2/1/2012,"1,214",($33),Major Market,East,$66,1,Leaves,Herbal Tea,Mint,($120),$180,New York,$87,Decaf,YoY % +/-
214,$50,$80,$50,$130,$60,23.57%,True,7.69%,107.69%,YTD by Month,Variance from Plan,2/1/2012,329,$80,Major Market,South,$19,1,Leaves,Herbal Tea,Chamomile,$33,$140,Texas,$47,Decaf,YoY % +/-
432,$40,$80,$50,$120,$52,29.69%,True,6.67%,106.67%,YTD by Month,Variance from Plan,2/1/2012,357,$76,Major Market,South,$16,1,Leaves,Herbal Tea,Lemon,$38,$128,Texas,$38,Decaf,YoY % +/-
949,$80,$120,$100,$200,$95,43.10%,True,16.00%,116.00%,YTD by Month,Variance from Plan,2/1/2012,809,$137,Major Market,West,$26,1,Leaves,Herbal Tea,Chamomile,$100,$232,California,$37,Decaf,YoY % +/-
714,$180,$220,$160,$400,$213,35.27%,True,16.25%,116.25%,YTD by Month,Variance from Plan,2/1/2012,942,$252,Major Market,West,$66,1,Leaves,Herbal Tea,Lemon,$164,$465,California,$88,Decaf,YoY % +/-
530,$70,$90,$60,$160,$83,35.79%,True,18.75%,118.75%,YTD by Month,Variance from Plan,2/1/2012,613,$107,Major Market,West,$27,1,Leaves,Herbal Tea,Mint,$68,$190,California,$39,Decaf,YoY % +/-
